gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,hasFamily_Yes,SeniorCitizen,AvgMonthlyCost,Churn
1,1,0,0,0,0,0,0,0,0,0,1,1,40.1078164131307,Yes
0,0,1,1,0,0,0,0,0,0,0,0,0,97.2613275741825,Yes
1,0,0,0,0,0,0,0,1,0,0,0,0,46.339210719751854,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,84.52923953479221,Yes
1,0,0,0,0,0,0,0,0,0,0,1,0,69.77652892806715,Yes
0,0,1,0,0,0,0,1,0,0,0,0,0,50.38560224113153,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,69.68509028351971,Yes
0,0,1,1,0,0,0,0,0,0,0,0,0,95.6780794782144,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,99.47105951081012,Yes
0,0,0,0,0,0,0,1,0,0,0,0,0,44.75232541703284,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,104.77907195030706,Yes
0,0,1,1,0,0,0,1,1,0,0,0,1,86.0639030194296,Yes
0,1,0,0,0,0,0,0,0,1,0,0,0,42.48626437858827,Yes
0,0,0,0,0,0,0,0,0,0,1,0,0,47.946604629298875,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,74.78941110876129,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,45.38780063187308,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,104.96467507399927,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,88.31934347889671,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,107.59584834036166,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,92.68004828251917,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,83.61189809246083,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,113.62363831332162,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,79.71915950649657,Yes
1,0,0,0,0,0,0,1,0,0,1,0,0,55.95896644226843,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,92.09587713076847,Yes
1,0,1,1,0,0,0,0,0,0,0,0,0,103.05916789658657,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,78.72082916160045,Yes
1,1,0,0,0,0,0,0,0,0,0,0,0,29.87259928148314,Yes
0,0,1,1,0,0,0,0,0,1,0,0,0,80.43319975797257,Yes
0,0,1,1,0,0,0,0,0,0,0,0,0,83.01095085686322,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,78.32487144132647,Yes
1,0,1,1,0,0,0,1,0,0,0,1,0,73.00846308113222,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,80.64809931426369,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,81.0180012976211,Yes
0,0,0,0,0,0,0,1,0,1,0,1,0,40.66877152510634,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,94.40824213405647,Yes
0,0,1,1,0,0,0,1,0,0,0,1,1,86.32084738270025,Yes
1,0,0,1,0,0,0,1,0,1,0,0,1,79.1101796928347,Yes
0,0,0,1,0,0,0,1,0,0,0,1,0,92.98860972582173,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,81.35519387104421,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,90.8291860304671,Yes
0,0,1,1,0,0,1,1,0,0,0,0,0,110.6562129354316,Yes
0,0,0,1,0,0,0,0,0,0,0,0,1,96.30094691412943,Yes
0,0,0,1,0,0,0,1,0,1,0,0,1,85.00062020181386,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,107.29469342860328,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,101.8141513872916,Yes
0,1,0,0,0,0,0,0,0,1,0,0,1,25.605658940859264,Yes
1,0,0,1,0,0,0,1,0,1,0,1,1,96.23900517882251,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,86.20296683571786,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,93.21081681615222,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,103.22074286560866,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,93.42601324831719,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,90.7625097381697,Yes
1,0,1,1,0,0,0,1,0,0,0,1,0,73.5165073443483,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,107.54237245046242,Yes
1,0,0,0,1,0,0,0,0,0,1,0,0,20.19461512490698,Yes
0,1,0,0,0,0,0,0,0,1,0,0,1,26.156254247936673,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,88.27182052943107,Yes
1,0,1,1,0,0,0,1,1,0,0,0,0,107.47160813592762,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,89.18972891393501,Yes
0,1,0,0,0,0,0,0,0,1,0,1,0,55.9784500572789,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,106.2144246508091,Yes
0,0,1,0,0,0,0,0,0,0,0,0,0,71.93360436220887,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,59.33827835166667,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,96.24778793957567,Yes
1,0,0,1,0,0,0,1,0,1,0,1,0,88.80899849993541,Yes
0,0,0,1,0,0,0,1,0,0,0,1,0,90.83831373514386,Yes
0,0,0,0,0,0,0,1,0,0,1,0,0,44.830970417231654,Yes
1,1,0,0,0,1,0,1,0,1,0,0,0,42.89505871038225,Yes
0,0,0,0,0,0,0,0,0,1,0,1,0,49.58942005962581,Yes
0,0,1,1,0,0,0,1,0,0,0,1,0,94.73186641374929,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,73.40821216039222,Yes
0,0,0,0,0,0,0,1,0,0,1,0,0,61.230971168163975,Yes
0,0,0,0,0,0,0,0,0,1,0,0,0,42.3433753580621,Yes
0,0,0,1,0,0,0,1,0,1,0,0,1,70.74270244157826,Yes
0,0,0,0,0,0,0,1,0,0,0,1,0,44.16662961366691,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,80.65090943105729,Yes
1,0,0,1,0,0,0,1,1,0,0,0,0,90.25311756687228,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,79.26097222152771,Yes
0,0,0,0,0,0,0,0,1,0,0,1,0,80.98528297966729,Yes
1,1,0,0,0,0,0,0,0,0,0,0,0,37.30240428876891,Yes
0,0,0,1,0,0,0,1,0,1,0,1,1,100.59934580780812,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,76.99481699496728,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,80.11282091352875,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,91.06177163730469,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,78.2224224608382,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,80.3841291873368,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,72.27064163290629,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,100.57123637775457,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,101.78335193689867,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,79.19922556638225,Yes
1,0,0,0,0,0,0,0,1,0,0,0,0,62.151993920187046,Yes
0,0,0,1,0,0,0,1,1,0,0,1,0,76.58047959099547,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,69.90742034211208,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,104.67805208532387,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,66.80026112527952,Yes
1,0,0,0,0,0,0,0,0,0,1,0,0,53.00949871524038,Yes
0,0,0,0,1,0,0,0,0,0,1,0,0,20.265895968623667,Yes
0,0,0,0,0,0,0,0,0,0,1,0,0,69.00532712858434,Yes
1,0,0,1,0,0,0,0,0,0,0,1,0,94.98692909449056,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,89.08190734533974,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,69.31262200975293,Yes
0,0,0,0,0,0,0,0,0,0,0,0,0,84.34771756272488,Yes
1,0,0,0,0,0,0,0,0,1,0,0,0,40.31040867511919,Yes
0,0,1,1,0,0,0,1,0,1,0,1,1,88.53823372929808,Yes
1,0,0,0,0,0,0,1,0,1,0,0,0,45.60142336545495,Yes
0,0,0,1,0,0,0,1,0,0,0,0,0,84.86988082042618,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,86.50763683382596,Yes
0,0,0,0,0,0,0,0,0,1,0,1,0,58.91586326438899,Yes
1,0,1,1,0,0,0,0,0,0,0,1,1,109.40921992892423,Yes
1,0,0,1,0,0,0,1,0,1,0,0,1,77.2138633568968,Yes
1,0,0,1,0,0,0,1,1,0,0,1,0,72.68416769931592,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,79.7191995800439,Yes
1,0,0,0,0,0,0,0,0,1,0,0,1,47.44669652050375,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,76.79823727249068,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,100.47685587145389,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,96.99466225987443,Yes
0,1,0,0,0,0,0,0,0,1,0,0,0,42.68518454752159,Yes
1,0,0,0,0,0,0,0,0,1,0,1,0,48.83478737922483,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,72.33922429612606,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,80.70279513566307,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,102.3083456921201,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,96.30151603546761,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,100.56572500798,Yes
0,0,0,0,0,0,0,1,0,0,0,0,0,48.32764180494846,Yes
0,0,0,1,0,0,0,1,0,1,0,0,1,69.82213031462535,Yes
1,0,1,1,0,0,0,1,0,1,0,1,1,102.23494383289075,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,69.98415151804298,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,101.85392363712455,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,95.15640826835639,Yes
0,0,0,1,0,0,0,1,0,1,0,1,0,83.85490670296223,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,104.83728956374284,Yes
0,0,0,0,1,0,0,1,0,1,0,1,0,19.408418863777833,Yes
1,0,0,1,0,0,0,0,0,0,0,1,0,113.15495638109064,Yes
0,0,1,1,0,0,0,1,0,1,0,1,1,83.89525956479592,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,105.69548894228762,Yes
0,0,1,1,0,0,0,0,1,0,0,0,0,83.26313217209562,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,84.98064934715981,Yes
0,0,1,1,0,1,0,1,0,1,0,1,0,109.1839837935478,Yes
0,0,0,0,0,0,0,1,0,0,0,1,0,44.31489218097149,Yes
0,0,0,0,1,0,0,0,0,0,0,1,0,24.18554219823746,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,91.2316127020044,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,92.11224799171924,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,80.74281851941599,Yes
0,0,0,1,0,1,0,1,0,0,0,0,0,104.44842519029116,Yes
1,0,0,0,1,0,0,0,0,0,1,0,0,19.46941026537573,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,88.26996869789616,Yes
0,0,0,0,1,0,0,1,0,0,1,0,0,20.263640137018342,Yes
0,0,0,0,1,0,0,0,0,0,0,1,0,21.686989078351054,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,69.73559819491656,Yes
1,0,1,1,0,0,0,1,0,1,0,1,1,110.6659532183269,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,109.67982181741571,Yes
1,0,1,1,0,0,0,1,0,0,0,1,0,73.67581611816655,Yes
1,0,1,1,0,0,0,0,0,0,0,0,1,77.83191519201232,Yes
0,0,1,1,0,0,0,1,0,0,0,1,0,96.9997981095917,Yes
0,0,0,0,0,0,0,0,0,1,0,1,0,66.94262580946267,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,82.81833711523265,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,76.52152824996604,Yes
0,0,0,0,1,0,0,0,0,0,0,0,0,19.736210441962506,Yes
0,0,0,0,0,0,0,0,0,1,0,1,0,48.64952878087663,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,100.75005892696535,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,106.46071179309986,Yes
1,0,0,0,0,0,0,1,0,0,1,0,0,53.48709542583672,Yes
0,0,1,1,0,0,0,0,0,1,0,0,0,95.2594172571162,Yes
0,0,1,1,0,0,0,1,1,0,0,0,0,89.54805590034262,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,108.4463438372616,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,72.65610559376975,Yes
1,0,0,0,1,0,0,0,0,0,1,0,0,20.120316960439574,Yes
1,0,0,1,0,0,0,1,0,0,0,1,0,73.37516690385415,Yes
0,0,0,0,0,0,0,1,0,0,0,1,0,40.133697909325804,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,88.82514678520289,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,91.83559928607932,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,74.9004301138838,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,116.2177744026928,Yes
1,0,0,0,0,0,0,1,0,1,0,0,0,63.428223366561475,Yes
1,0,0,0,1,0,0,1,0,0,1,0,0,20.141471984371506,Yes
1,0,0,0,0,0,0,1,0,1,0,0,0,47.1135227322976,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,71.06176618898218,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,108.90776207353763,Yes
1,0,0,1,0,0,0,0,0,0,1,0,0,69.69648801678073,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,90.4590002134753,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,84.07871946925938,Yes
0,0,0,1,0,0,0,1,0,0,1,0,0,91.26458001481393,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,107.3304759626224,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,104.93950262264586,Yes
0,1,0,0,0,0,0,0,1,0,0,1,0,30.47774752865719,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,92.61944436863892,Yes
1,0,0,1,0,0,0,1,0,0,1,1,0,70.58136652936547,Yes
1,0,0,0,1,0,0,0,0,0,1,0,0,20.041669395019778,Yes
1,0,0,1,0,0,0,0,0,1,0,1,0,88.80566041540143,Yes
0,0,1,1,0,0,0,0,1,0,0,1,0,106.8146318691103,Yes
0,0,0,0,1,0,0,0,0,0,1,0,0,19.290822919734076,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,59.7737545110775,Yes
0,0,1,1,0,0,0,1,0,0,0,1,0,89.92018899867183,Yes
0,0,0,0,1,0,0,0,0,0,1,1,0,24.90708070831904,Yes
1,0,0,0,0,0,0,0,0,1,0,0,0,48.806040639218054,Yes
0,0,0,1,0,0,0,1,0,1,0,1,0,70.71596534242852,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,79.88214829015905,Yes
1,0,1,1,0,0,0,0,0,1,0,1,1,101.88781345969977,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,102.42887888131659,Yes
0,0,0,1,0,0,0,1,0,1,0,1,0,94.15011745454515,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,100.47416069480983,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,67.0217182264616,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,73.12507535001532,Yes
0,0,0,0,0,0,0,0,0,1,0,0,0,59.595895147684,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,74.96113517270314,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,108.67894526678421,Yes
0,0,1,1,0,0,0,0,0,1,0,0,0,74.39304494807466,Yes
1,0,0,0,0,0,0,1,0,1,0,0,0,43.02463799260315,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,95.70388860502376,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,95.78512192707022,Yes
1,0,1,0,0,0,0,0,0,1,0,1,0,83.02082232215413,Yes
1,0,1,1,0,0,0,1,1,0,0,0,1,104.10716652703263,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,56.26099029648162,Yes
0,0,0,0,1,0,0,0,0,0,0,0,0,21.53044818403029,Yes
1,0,1,1,0,0,0,1,0,0,0,1,0,73.58837563538873,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,42.76603208874062,Yes
1,0,0,1,0,0,0,1,0,1,0,1,1,70.25479243295995,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,88.38267879142907,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,97.66087249998975,Yes
0,0,0,1,0,0,0,1,0,0,0,0,0,74.13298746886991,Yes
0,0,0,0,0,0,0,0,0,0,1,0,0,48.09891073639657,Yes
1,1,0,0,0,1,0,1,0,1,0,0,0,42.86954172564176,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,79.69739844478146,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,98.84846233995621,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,91.96082252267456,Yes
1,0,0,0,1,0,0,1,0,0,0,0,0,20.6669264467447,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,99.01868395627712,Yes
0,0,0,0,0,0,0,0,0,1,0,0,0,63.71305901107037,Yes
0,0,0,1,0,0,0,0,0,1,0,1,0,84.00910401747691,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,72.02135942892593,Yes
1,0,0,1,0,0,0,1,0,0,0,1,0,70.94383388832698,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,105.50237649928354,Yes
1,0,1,0,0,0,0,0,0,1,0,0,0,56.711563275716415,Yes
0,0,0,0,0,0,0,1,0,1,0,1,0,45.679489922057094,Yes
0,0,0,0,0,1,0,1,0,0,1,0,0,61.76252837498767,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,91.87353657081442,Yes
1,0,1,1,0,0,0,1,0,0,0,0,1,94.36021541100338,Yes
0,0,0,0,0,0,0,0,0,0,1,0,0,44.56683430677715,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,101.2252054860219,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,109.10813183229375,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,84.71049708911602,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,94.48463075222048,Yes
0,0,0,0,0,0,0,1,1,0,0,0,0,59.418009101782225,Yes
1,0,1,1,0,1,0,1,0,1,0,1,0,110.71591182600253,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,92.50889885751177,Yes
1,0,0,0,0,1,0,1,0,0,0,0,0,70.14914318026874,Yes
0,1,0,0,0,0,0,0,0,1,0,0,0,42.561619969573584,Yes
0,0,1,0,0,0,0,1,0,0,0,0,0,50.083260550846305,Yes
1,0,0,0,0,1,0,1,0,0,0,1,1,61.055146565820955,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,87.64332316006463,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,96.25976842445469,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,95.957710259898,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,99.49264619225761,Yes
0,0,0,1,0,0,0,1,0,0,0,0,1,66.16189013885464,Yes
0,0,0,0,0,0,0,1,0,0,0,1,0,66.85840952378953,Yes
0,0,0,0,0,0,0,1,0,0,1,0,0,56.90805935985052,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,98.88210146748567,Yes
1,0,0,1,0,0,0,1,0,0,0,0,0,78.96541450431785,Yes
0,0,1,1,0,0,0,0,0,0,0,0,0,76.20529271673531,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,86.89415217128419,Yes
0,0,0,1,0,0,0,0,0,0,0,1,0,96.13095152565542,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,74.90313702359869,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,99.81024994089377,Yes
0,1,0,0,0,0,0,1,0,0,0,1,0,34.198606644831386,Yes
0,1,0,0,0,0,0,0,0,0,0,0,0,29.25377480347807,Yes
1,0,0,1,0,0,0,1,0,1,0,1,0,95.07395705794785,Yes
0,0,0,0,0,1,0,1,1,0,0,0,0,46.43631797678538,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,40.76179681904876,Yes
0,0,0,1,0,0,0,1,0,1,0,0,1,70.87975230786923,Yes
0,0,0,1,0,0,0,1,1,0,0,1,0,86.33451530831752,Yes
0,0,1,1,0,0,0,0,0,1,0,1,0,96.468845823475,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,69.73681925975764,Yes
1,0,0,0,0,0,0,1,0,0,1,0,0,43.619601068427286,Yes
0,0,0,1,0,0,0,1,0,0,1,1,0,70.47783934026914,Yes
0,0,0,1,0,0,0,0,0,1,0,0,0,80.2481584382579,Yes
1,0,1,1,0,0,0,1,0,1,0,0,0,84.95708033071683,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,70.34111826543396,Yes
0,0,1,1,0,0,0,1,0,0,1,0,0,105.32919953970556,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,76.13030758055501,Yes
0,0,0,0,0,0,0,0,0,0,0,0,0,53.02486610005127,Yes
1,0,0,1,0,0,0,1,0,1,0,1,0,84.40457625606741,Yes
1,0,0,0,1,0,0,0,0,0,1,0,0,20.19306226388177,Yes
1,0,0,1,0,0,0,1,0,0,0,0,0,71.46310753282455,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,80.52494471763215,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,67.54045702732132,Yes
1,0,0,1,0,0,0,0,0,1,0,1,0,75.4507784356549,Yes
0,0,0,1,0,0,0,1,0,0,0,0,0,74.17133190562302,Yes
1,0,0,0,0,0,0,1,0,0,0,0,0,43.375430245839574,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,83.77740767681085,Yes
1,0,0,1,0,0,0,1,0,1,0,1,0,76.2569064418322,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,99.00732364553122,Yes
0,0,1,0,1,0,0,1,0,0,0,0,0,26.740028435235875,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,95.4599840113704,Yes
1,0,0,0,0,0,0,0,0,1,0,0,0,50.53900925210569,Yes
0,0,1,1,0,1,0,1,0,0,0,1,0,104.96437175782059,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,98.24486117531299,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,87.93362994535778,Yes
0,0,0,1,0,0,0,1,0,0,0,1,0,90.72298954452569,Yes
1,0,0,0,0,0,0,1,0,1,0,0,0,49.5947094603142,Yes
1,0,0,1,0,0,0,0,0,0,0,1,1,78.18877090581019,Yes
0,0,0,0,1,0,0,0,0,0,1,0,0,19.409098111210792,Yes
0,0,0,1,0,0,0,1,0,0,0,0,0,84.43332574286686,Yes
1,0,0,0,0,0,0,0,0,1,0,0,0,50.66119731848038,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,96.90228151462048,Yes
0,1,0,0,0,0,0,0,0,1,0,1,1,24.920851858993288,Yes
0,0,0,0,0,0,0,0,0,0,1,0,0,44.0700781801872,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,80.67611330406544,Yes
0,1,0,0,0,0,0,1,0,1,0,0,0,50.87661619779076,Yes
0,0,0,1,0,0,0,1,1,0,0,0,0,77.65573991554457,Yes
1,1,0,0,0,0,0,1,0,0,0,0,1,25.205676007364765,Yes
1,0,0,0,0,0,0,0,0,0,1,0,0,36.520606206519204,Yes
1,0,0,1,0,0,0,0,0,0,0,1,0,91.2224416327484,Yes
0,0,0,0,0,0,0,1,0,0,1,0,0,50.0409796302394,Yes
0,0,0,0,1,0,0,0,0,0,1,1,0,20.91044890919916,Yes
0,0,0,1,0,0,0,0,0,1,0,1,0,92.90050207964694,Yes
1,0,1,1,0,0,0,1,0,1,0,1,0,110.37629417068138,Yes
0,0,1,1,0,0,0,1,0,1,0,0,1,99.24271203323494,Yes
0,1,0,0,0,0,0,1,0,0,1,0,0,24.71492973557298,Yes
0,0,0,1,0,0,0,0,0,1,0,1,0,82.76315929465177,Yes
0,0,0,0,0,0,0,1,0,0,0,0,0,52.00691279161687,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,73.60397003126124,Yes
1,0,0,0,0,0,0,0,1,0,0,1,0,56.51999709931314,Yes
1,0,0,0,0,1,0,1,0,0,0,0,0,61.37835114149102,Yes
0,0,1,1,0,0,0,1,0,1,0,1,0,103.52320702090745,Yes
1,0,1,1,0,0,0,1,0,1,0,0,1,96.48041917403592,Yes
1,0,0,0,0,0,0,0,0,1,0,1,0,50.09296194865745,Yes
1,0,0,0,1,0,0,0,0,0,1,0,0,20.234696885420707,Yes
1,0,0,1,0,0,0,1,0,1,0,0,0,86.33245105690897,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,94.99561439840477,Yes
0,0,0,1,0,0,0,1,0,1,0,1,0,83.86300788577917,Yes
0,0,0,0,0,0,0,1,0,0,0,0,0,44.42278971986598,Yes
0,1,0,0,0,0,0,1,0,1,0,0,0,51.67280917730911,Yes
0,0,0,1,0,0,0,1,0,1,0,1,0,69.28644894267849,Yes
0,0,1,1,0,1,0,1,0,0,0,0,0,113.84183861034673,Yes
0,0,0,0,0,0,0,1,0,0,1,0,0,56.692807783267945,Yes
1,0,0,1,0,0,0,1,0,1,0,1,1,78.75624320933744,Yes
1,0,1,1,0,0,0,0,1,0,0,0,0,83.15814054297014,Yes
0,0,1,1,0,0,0,0,0,1,0,0,0,89.41251117326598,Yes
0,0,0,0,0,0,0,1,0,1,0,0,0,52.039883135600704,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,89.38117908188286,Yes
0,0,0,1,0,0,0,1,0,1,0,0,0,105.91808461762795,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,75.1717431050834,Yes
1,0,0,1,0,0,0,1,0,1,0,0,1,69.82040260523537,Yes
0,1,0,0,0,0,0,1,0,1,0,1,0,54.45920315917265,Yes
0,0,0,1,0,0,0,1,0,0,0,1,0,84.71796083663087,Yes
0,1,0,0,0,0,0,1,0,1,0,1,0,54.67638336609219,Yes
0,0,1,1,0,0,0,1,0,0,0,0,0,96.90106359421362,Yes
0,0,1,1,0,0,0,1,0,1,0,1,1,101.40858355619328,Yes
1,0,0,1,0,0,0,0,0,0,0,1,0,95.30762904401692,Yes
0,0,0,1,0,0,0,0,0,1,0,1,0,94.74857653502754,Yes
1,0,1,0,0,0,0,0,0,1,0,0,0,82.74277559920576,Yes
0,0,0,0,0,0,0,1,0,0,1,0,0,51.53425319456623,Yes
1,0,0,1,0,0,0,1,0,1,0,0,1,69.09329612848023,Yes
1,0,1,1,0,0,0,0,0,1,0,1,1,101.9360952059509,Yes
0,0,1,1,0,1,0,1,0,1,0,0,1,107.37480952263907,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,107.2357192902704,Yes
0,0,1,1,0,0,0,1,0,0,0,0,1,84.65342553900938,Yes
0,0,0,1,0,0,0,0,0,0,1,0,0,75.25386463307353,Yes
1,0,0,0,0,0,0,1,0,0,0,0,0,41.33951081951548,Yes
1,0,1,0,0,0,0,1,0,0,0,1,0,83.30911565411293,Yes
1,0,0,1,0,0,0,0,0,0,0,1,1,77.69090635059013,Yes
0,0,1,1,0,0,0,1,0,1,0,0,0,95.54839393369161,Yes
0,0,0,1,0,0,0,1,0,0,0,1,0,89.96366979130849,Yes
